path,product_id,product_type,role,resolution,usable,notes,pixel_resolution,upper_left_latitude,upper_left_longitude,upper_right_latitude,upper_right_longitude,lower_left_latitude,lower_left_longitude,lower_right_latitude,lower_right_longitude,width,height,crs,sample_p02,sample_p50,sample_p98
ch2_sar_ncxl_20251003t123305739_d_cp_d18\data\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_d_sri_xx_cp_lh_d18.tif,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,24239.0,20228.0,known,0.0,0.0,0.0
ch2_sar_ncxl_20251003t123305739_d_cp_d18\data\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_d_sri_xx_cp_lv_d18.tif,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,24239.0,20228.0,known,0.0,0.0,0.0
ch2_sar_ncxl_20251003t123305739_d_cp_d18\data\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_d_sri_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,PDS/XML metadata,4.0 m/pixel,yes,"center lat/lon -88.545607, -49.763255",,,,,,,,,,,,,,,
ch2_sar_ncxl_20251003t123305739_d_cp_d18\geometry\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_g_gri_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251003t123305739_d_cp_d18\geometry\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_g_oat_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251003t123305739_d_cp_d18\geometry\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_g_oat_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251003t123305739_d_cp_d18\geometry\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_g_sli_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251003t123305739_d_cp_d18\geometry\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_g_sri_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251003t123305739_d_cp_d18\geometry\calibrated\20251003\ch2_sar_ncxl_20251003t123305739_g_xxx_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251003t123305739_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251016t150420052_d_cp_d18\browse\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_b_brw_xx_cp_xx_d18.png,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,browse/quicklook,,yes - browse only,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251016t150420052_d_cp_d18\browse\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_b_brw_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251016t150420052_d_cp_d18\data\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_d_gri_in_cp_xx_d18.tif,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1092.0,70388.0,missing,20.6167911529541,25.91251277923584,30.070821380615232
ch2_sar_ncxl_20251016t150420052_d_cp_d18\data\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_d_gri_xx_cp_lh_d18.tif,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1092.0,70388.0,missing,0.0,225.0,585.0
ch2_sar_ncxl_20251016t150420052_d_cp_d18\data\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_d_gri_xx_cp_lv_d18.tif,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1092.0,70388.0,missing,0.0,205.0,545.0
ch2_sar_ncxl_20251016t150420052_d_cp_d18\data\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_d_gri_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,PDS/XML metadata,4.0 m/pixel,yes,"center lat/lon -88.868468, 140.207383",,,,,,,,,,,,,,,
ch2_sar_ncxl_20251016t150420052_d_cp_d18\data\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_d_sli_xx_cp_lh_d18.tif,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1152.0,281545.0,missing,-1226.5780517578125,0.0,1337.0296874999997
ch2_sar_ncxl_20251016t150420052_d_cp_d18\data\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_d_sli_xx_cp_lv_d18.tif,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1152.0,281545.0,missing,-1153.4663208007812,0.0,1199.0808715820283
ch2_sar_ncxl_20251016t150420052_d_cp_d18\data\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_d_sli_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,PDS/XML metadata,1.798755 m/pixel,yes,"center lat/lon -88.868373, 140.253228",,,,,,,,,,,,,,,
ch2_sar_ncxl_20251016t150420052_d_cp_d18\data\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_d_sri_in_cp_xx_d18.tif,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,22268.0,25750.0,known,-2.0,-2.0,-2.0
ch2_sar_ncxl_20251016t150420052_d_cp_d18\data\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_d_sri_ma_cp_xx_d18.tif,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,22268.0,25750.0,known,0.0,0.0,0.0
ch2_sar_ncxl_20251016t150420052_d_cp_d18\data\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_d_sri_xx_cp_lh_d18.tif,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,22268.0,25750.0,known,0.0,0.0,0.0
ch2_sar_ncxl_20251016t150420052_d_cp_d18\data\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_d_sri_xx_cp_lv_d18.tif,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,22268.0,25750.0,known,0.0,0.0,0.0
ch2_sar_ncxl_20251016t150420052_d_cp_d18\data\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_d_sri_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,PDS/XML metadata,4.0 m/pixel,yes,"center lat/lon -88.858784, 136.334977",,,,,,,,,,,,,,,
ch2_sar_ncxl_20251016t150420052_d_cp_d18\geometry\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_g_gri_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251016t150420052_d_cp_d18\geometry\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_g_oat_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251016t150420052_d_cp_d18\geometry\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_g_oat_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251016t150420052_d_cp_d18\geometry\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_g_sli_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251016t150420052_d_cp_d18\geometry\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_g_sri_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251016t150420052_d_cp_d18\geometry\calibrated\20251016\ch2_sar_ncxl_20251016t150420052_g_xxx_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251016t150420052_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t161627207_d_cp_d18\browse\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_b_brw_xx_cp_xx_d18.png,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,browse/quicklook,,yes - browse only,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t161627207_d_cp_d18\browse\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_b_brw_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t161627207_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_d_gri_in_cp_xx_d18.tif,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,967.0,78259.0,missing,15.844807434082032,23.313642501831055,32.09663581848144
ch2_sar_ncxl_20251106t161627207_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_d_gri_xx_cp_lh_d18.tif,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,967.0,78259.0,missing,0.0,344.0,1011.0
ch2_sar_ncxl_20251106t161627207_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_d_gri_xx_cp_lv_d18.tif,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,967.0,78259.0,missing,0.0,394.0,1168.0
ch2_sar_ncxl_20251106t161627207_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_d_gri_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,PDS/XML metadata,4.0 m/pixel,yes,"center lat/lon -88.812375, -142.262029",,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t161627207_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_d_sli_xx_cp_lh_d18.tif,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1024.0,313031.0,missing,-2192.38486328125,0.0,2242.991015624998
ch2_sar_ncxl_20251106t161627207_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_d_sli_xx_cp_lv_d18.tif,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1024.0,313031.0,missing,-2470.978662109375,0.0,2692.407275390625
ch2_sar_ncxl_20251106t161627207_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_d_sli_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,PDS/XML metadata,1.798755 m/pixel,yes,"center lat/lon -88.81242, -142.209127",,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t161627207_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_d_sri_in_cp_xx_d18.tif,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,22248.0,27505.0,known,-2.0,-2.0,-2.0
ch2_sar_ncxl_20251106t161627207_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_d_sri_ma_cp_xx_d18.tif,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,22248.0,27505.0,known,0.0,0.0,0.0
ch2_sar_ncxl_20251106t161627207_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_d_sri_xx_cp_lh_d18.tif,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,22248.0,27505.0,known,0.0,0.0,0.0
ch2_sar_ncxl_20251106t161627207_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_d_sri_xx_cp_lv_d18.tif,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,22248.0,27505.0,known,0.0,0.0,0.0
ch2_sar_ncxl_20251106t161627207_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_d_sri_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,PDS/XML metadata,4.0 m/pixel,yes,"center lat/lon -88.810896, -140.660046",,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t161627207_d_cp_d18\geometry\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_g_gri_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t161627207_d_cp_d18\geometry\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_g_oat_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t161627207_d_cp_d18\geometry\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_g_oat_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t161627207_d_cp_d18\geometry\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_g_sli_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t161627207_d_cp_d18\geometry\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_g_sri_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t161627207_d_cp_d18\geometry\calibrated\20251106\ch2_sar_ncxl_20251106t161627207_g_xxx_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251106t161627207_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t181422757_d_cp_d18\browse\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_b_brw_xx_cp_xx_d18.png,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,browse/quicklook,,yes - browse only,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t181422757_d_cp_d18\browse\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_b_brw_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t181422757_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_d_gri_in_cp_xx_d18.tif,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1088.0,75529.0,missing,19.23823490142822,23.591885566711426,26.863247871398926
ch2_sar_ncxl_20251106t181422757_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_d_gri_xx_cp_lh_d18.tif,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1088.0,75529.0,missing,0.0,295.0,778.0
ch2_sar_ncxl_20251106t181422757_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_d_gri_xx_cp_lv_d18.tif,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1088.0,75529.0,missing,0.0,286.0,769.0
ch2_sar_ncxl_20251106t181422757_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_d_gri_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,PDS/XML metadata,4.0 m/pixel,yes,"center lat/lon -88.775092, -144.916363",,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t181422757_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_d_sli_xx_cp_lh_d18.tif,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1152.0,226582.0,missing,-1873.8563232421875,0.0,1994.7850097656249
ch2_sar_ncxl_20251106t181422757_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_d_sli_xx_cp_lv_d18.tif,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1152.0,226582.0,missing,-1856.8860595703125,0.0,1891.836853027341
ch2_sar_ncxl_20251106t181422757_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_d_sli_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,PDS/XML metadata,1.798755 m/pixel,yes,"center lat/lon -88.7752, -144.842621",,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t181422757_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_d_sri_in_cp_xx_d18.tif,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,21898.0,28010.0,known,-2.0,-2.0,-2.0
ch2_sar_ncxl_20251106t181422757_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_d_sri_ma_cp_xx_d18.tif,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,21898.0,28010.0,known,0.0,0.0,0.0
ch2_sar_ncxl_20251106t181422757_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_d_sri_xx_cp_lh_d18.tif,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,21898.0,28010.0,known,0.0,0.0,0.0
ch2_sar_ncxl_20251106t181422757_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_d_sri_xx_cp_lv_d18.tif,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,21898.0,28010.0,known,0.0,0.0,0.0
ch2_sar_ncxl_20251106t181422757_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_d_sri_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,PDS/XML metadata,4.0 m/pixel,yes,"center lat/lon -88.772948, -143.546373",,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t181422757_d_cp_d18\geometry\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_g_gri_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t181422757_d_cp_d18\geometry\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_g_oat_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t181422757_d_cp_d18\geometry\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_g_oat_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t181422757_d_cp_d18\geometry\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_g_sli_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t181422757_d_cp_d18\geometry\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_g_sri_xx_cp_xx_d18.csv,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,geometry/table,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t181422757_d_cp_d18\geometry\calibrated\20251106\ch2_sar_ncxl_20251106t181422757_g_xxx_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251106t181422757_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t201219233_d_cp_d18\browse\calibrated\20251106\ch2_sar_ncxl_20251106t201219233_b_brw_xx_cp_xx_d18.png,ch2_sar_ncxl_20251106t201219233_d_cp_d18,SAR/DFSAR,browse/quicklook,,yes - browse only,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t201219233_d_cp_d18\browse\calibrated\20251106\ch2_sar_ncxl_20251106t201219233_b_brw_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251106t201219233_d_cp_d18,SAR/DFSAR,PDS/XML metadata,,yes,not checked,,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t201219233_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t201219233_d_gri_in_cp_xx_d18.tif,ch2_sar_ncxl_20251106t201219233_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1084.0,75569.0,missing,24.380154037475585,28.038597106933594,32.97828979492187
ch2_sar_ncxl_20251106t201219233_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t201219233_d_gri_xx_cp_lh_d18.tif,ch2_sar_ncxl_20251106t201219233_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1084.0,75569.0,missing,0.0,247.0,600.0
ch2_sar_ncxl_20251106t201219233_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t201219233_d_gri_xx_cp_lv_d18.tif,ch2_sar_ncxl_20251106t201219233_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1084.0,75569.0,missing,0.0,238.0,584.0
ch2_sar_ncxl_20251106t201219233_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t201219233_d_gri_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251106t201219233_d_cp_d18,SAR/DFSAR,PDS/XML metadata,4.0 m/pixel,yes,"center lat/lon -88.786296, -147.29777",,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t201219233_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t201219233_d_sli_xx_cp_lh_d18.tif,ch2_sar_ncxl_20251106t201219233_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1152.0,226702.0,missing,-1442.6859375,0.0,1555.1444580078123
ch2_sar_ncxl_20251106t201219233_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t201219233_d_sli_xx_cp_lv_d18.tif,ch2_sar_ncxl_20251106t201219233_d_cp_d18,SAR/DFSAR,science raster,1.0 x 1.0 m/pixel,yes,not checked,,,,,,,,,,1152.0,226702.0,missing,-1455.522314453125,0.0,1484.5867187499982
ch2_sar_ncxl_20251106t201219233_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t201219233_d_sli_xx_cp_xx_d18.xml,ch2_sar_ncxl_20251106t201219233_d_cp_d18,SAR/DFSAR,PDS/XML metadata,1.798755 m/pixel,yes,"center lat/lon -88.786401, -147.240109",,,,,,,,,,,,,,,
ch2_sar_ncxl_20251106t201219233_d_cp_d18\data\calibrated\20251106\ch2_sar_ncxl_20251106t201219233_d_sri_in_cp_xx_d18.tif,ch2_sar_ncxl_20251106t201219233_d_cp_d18,SAR/DFSAR,radar candidate detection,4.0 x 4.0 m/pixel,yes,not checked,,,,,,,,,,21387.0,28393.0,known,-2.0,-2.0,-2.0
